대우,,,,NNP,*,F,대우,*,*,*,*,*
구글,,,,NNP,*,T,구글,*,*,*,*,*
빅테크,,,,NNP,*,F,빅테크,*,*,*,*,*
식약처,,,,NNP,*,F,식약처,*,*,*,*,*
식약청,,,,NNP,*,T,식약청,*,*,*,*,*
금융사,,,,NNP,*,F,금융사,*,*,*,*,*
카드사,,,,NNP,*,F,카드사,*,*,*,*,*
밴사,,,,NNP,*,F,밴사,*,*,*,*,*
개발사,,,,NNP,*,F,개발사,*,*,*,*,*
플랫폼,,,,NNP,*,T,플랫폼,*,*,*,*,*
스테이블,,,,NNP,*,T,스테이블,*,*,*,*,*
스타벅스,,,,NNP,*,F,스타벅스,*,*,*,*,*
빅데이터,,,,NNP,*,F,빅데이터,*,*,*,*,*
협력사,,,,NNP,*,F,협력사,*,*,*,*,*
지급결제,,,,NNP,*,F,지급결제,*,*,*,*,*
종합지급결제,,,,NNP,*,F,종합지급결제,*,*,*,*,*
종합지급결제사업자,,,,NNP,*,F,종합지급결제사업자,*,*,*,*,*
전금법,,,,NNP,*,T,전금법,*,*,*,*,*
특정금융정보법,,,,NNP,*,T,특정금융정보법,*,*,*,*,*
특금법,,,,NNP,*,T,특금법,*,*,*,*,*
전자금융거래법,,,,NNP,*,T,전자금융거래법,*,*,*,*,*
개인정보보호법,,,,NNP,*,T,개인정보보호법,*,*,*,*,*
금융소비자보호법,,,,NNP,*,T,금융소비자보호법,*,*,*,*,*
금소법,,,,NNP,*,T,금소법,*,*,*,*,*
여신전문금융업법,,,,NNP,*,T,여신전문금융업법,*,*,*,*,*
전자금융업법,,,,NNP,*,T,전자금융업법,*,*,*,*,*
금융업법,,,,NNP,*,T,금융업법,*,*,*,*,*
데이터법,,,,NNP,*,T,데이터법,*,*,*,*,*
데이터3법,,,,NNP,*,T,데이터3법,*,*,*,*,*
정보통신망법,,,,NNP,*,T,정보통신망법,*,*,*,*,*
신용정보법,,,,NNP,*,T,신용정보법,*,*,*,*,*
핀테크육성지원법,,,,NNP,*,T,핀테크육성지원법,*,*,*,*,*
비식별화,,,,NNP,*,F,비식별화,*,*,*,*,*
온플법,,,,NNP,*,T,온플법,*,*,*,*,*
특혜법,,,,NNP,*,T,특혜법,*,*,*,*,*
개인정보보호,,,,NNP,*,F,개인정보보호,*,*,*,*,*
전자지급결제,,,,NNP,*,F,전자지급결제,*,*,*,*,*
전자지급결제대행,,,,NNP,*,T,전자지급결제대행,*,*,*,*,*
전자지급결제대행사,,,,NNP,*,F,전자지급결제대행사,*,*,*,*,*
지급지시전달업,,,,NNP,*,T,지급지시전달업,*,*,*,*,*
지급결제청산업,,,,NNP,*,T,지급결제청산업,*,*,*,*,*
자금이체업,,,,NNP,*,T,자금이체업,*,*,*,*,*
결제대행업,,,,NNP,*,T,결제대행업,*,*,*,*,*
대금결제업,,,,NNP,*,T,대금결제업,*,*,*,*,*
전자금융업자,,,,NNP,*,F,전자금융업자,*,*,*,*,*
전금업자,,,,NNP,*,F,전금업자,*,*,*,*,*
종합지급결제업자,,,,NNP,*,F,종합지급결제업자,*,*,*,*,*
종합지급결제업,,,,NNP,*,T,종합지급결제업,*,*,*,*,*
전자지급거래청산업,,,,NNP,*,T,전자지급거래청산업,*,*,*,*,*
청산업,,,,NNP,*,T,청산업,*,*,*,*,*
가명정보,,,,NNP,*,F,가명정보,*,*,*,*,*
마그네틱,,,,NNP,*,T,가명정보,*,*,*,*,*
자문단,,,,NNP,*,T,자문단,*,*,*,*,*
선불업자,,,,NNP,*,F,선불업자,*,*,*,*,*
전자금융업,,,,NNP,*,T,전자금융업,*,*,*,*,*
지급결제대행,,,,NNP,*,T,지급결제대행,*,*,*,*,*
선불전자지급수단,,,,NNP,*,T,선불전자지급수단,*,*,*,*,*
토스페이먼츠,,,,NNP,*,F,토스페이먼츠,*,*,*,*,*
금융통화위원회,,,,NNP,*,F,금융통화위원회,*,*,*,*,*
긴급재난지원금,,,,NNP,*,T,긴급재난지원금,*,*,*,*,*
재난지원금,,,,NNP,*,T,재난지원금,*,*,*,*,*
종합자산관리계좌,,,,NNP,*,F,종합자산관리계좌,*,*,*,*,*
계좌번호,,,,NNP,*,F,계좌번호,*,*,*,*,*
가상계좌,,,,NNP,*,F,가상계좌,*,*,*,*,*
실명확인,,,,NNP,*,T,실명확인,*,*,*,*,*
실명계좌,,,,NNP,*,F,실명계좌,*,*,*,*,*
고유업무,,,,NNP,*,F,고유업무,*,*,*,*,*
부수업무,,,,NNP,*,F,부수업무,*,*,*,*,*
금융서비스,,,,NNP,*,F,금융서비스,*,*,*,*,*
국정감사,,,,NNP,*,F,국정감사,*,*,*,*,*
후불결제,,,,NNP,*,F,후불결제,*,*,*,*,*
마켓컬리,,,,NNP,*,F,마켓컬리,*,*,*,*,*
코로나19,,,,NNP,*,F,코로나19,*,*,*,*,*
코로나바이러스,,,,NNP,*,F,코로나바이러스,*,*,*,*,*
자영업자,,,,NNP,*,F,자영업자,*,*,*,*,*
중소기업,,,,NNP,*,T,중소기업,*,*,*,*,*
중소상공인,,,,NNP,*,T,중소상공인,*,*,*,*,*
소상공인,,,,NNP,*,T,소상공인,*,*,*,*,*
금융중개지원대출,,,,NNP,*,T,금융중개지원대출,*,*,*,*,*
통신판매중개업,,,,NNP,*,T,통신판매중개업,*,*,*,*,*
근거리무선통신,,,,NNP,*,T,근거리무선통신,*,*,*,*,*
중개수수료,,,,NNP,*,T,중개수수료,*,*,*,*,*
PG,,,,NNP,*,F,PG,*,*,*,*,*
오픈마켓,,,,NNP,*,T,오픈마켓,*,*,*,*,*
터닝포인트,,,,NNP,*,F,터닝포인트,*,*,*,*,*
한은법,,,,NNP,*,T,한은법,*,*,*,*,*
가상자산,,,,NNP,*,T,가상자산,*,*,*,*,*
혁신방안,,,,NNP,*,T,혁신방안,*,*,*,*,*
비트코인,,,,NNP,*,T,비트코인,*,*,*,*,*
마이페이먼트,,,,NNP,*,F,마이페이먼트,*,*,*,*,*
마이데이터,,,,NNP,*,F,마이데이터,*,*,*,*,*
선불충전금,,,,NNP,*,T,선불충전금,*,*,*,*,*
디지털금융,,,,NNP,*,T,디지털금융,*,*,*,*,*
머지포인트,,,,NNP,*,F,머지포인트,*,*,*,*,*
lg유플러스,,,,NNP,*,F,lg유플러스,*,*,*,*,*
라인플러스,,,,NNP,*,F,라인플러스,*,*,*,*,*
머지플러스,,,,NNP,*,F,머지플러스,*,*,*,*,*
쿠팡페이,,,,NNP,*,F,쿠팡페이,*,*,*,*,*
카카오페이,,,,NNP,*,F,카카오페이,*,*,*,*,*
대구은행,,,,NNP,*,T,대구은행,*,*,*,*,*
하나은행,,,,NNP,*,T,하나은행,*,*,*,*,*
농협은행,,,,NNP,*,T,농협은행,*,*,*,*,*
국민은행,,,,NNP,*,T,국민은행,*,*,*,*,*
신한은행,,,,NNP,*,T,신한은행,*,*,*,*,*
우리은행,,,,NNP,*,T,우리은행,*,*,*,*,*
시중은행,,,,NNP,*,T,시중은행,*,*,*,*,*
공상은행,,,,NNP,*,T,공상은행,*,*,*,*,*
인민은행,,,,NNP,*,T,인민은행,*,*,*,*,*
제로페이,,,,NNP,*,F,제로페이,*,*,*,*,*
우리카드,,,,NNP,*,F,우리카드,*,*,*,*,*
피델리티,,,,NNP,*,F,우리카드,*,*,*,*,*
SaaS,,,,NNP,*,F,SaaS,*,*,*,*,*
PaaS,,,,NNP,*,F,PaaS,*,*,*,*,*
IaaS,,,,NNP,*,F,IaaS,*,*,*,*,*
AI,,,,NNP,*,F,AI,*,*,*,*,*
암호화폐,,,,NNP,*,F,암호화폐,*,*,*,*,*
가상화폐,,,,NNP,*,F,가상화폐,*,*,*,*,*
신한페이,,,,NNP,*,F,신한페이,*,*,*,*,*
프론트엔드,,,,NNP,*,F,프론트엔드,*,*,*,*,*
언택트,,,,NNP,*,F,언택트,*,*,*,*,*
웨비나,,,,NNP,*,F,웨비나,*,*,*,*,*
유니온페이,,,,NNP,*,F,유니온페이,*,*,*,*,*
알리페이,,,,NNP,*,F,알리페이,*,*,*,*,*
비바리퍼블리카,,,,NNP,*,F,비바리퍼블리카,*,*,*,*,*
인스타그램,,,,NNP,*,T,인스타그램,*,*,*,*,*
티머니,,,,NNP,*,F,티머니,*,*,*,*,*
프로그램,,,,NNP,*,T,프로그램,*,*,*,*,*
프로그래밍,,,,NNP,*,T,프로그래밍,*,*,*,*,*
프로세스,,,,NNP,*,T,프로세스,*,*,*,*,*
금융결제원,,,,NNP,*,T,금융결제원,*,*,*,*,*
NFT,,,,NNP,*,F,NFT,*,*,*,*,*
대체불가능토큰,,,,NNP,*,T,대체불가능토큰,*,*,*,*,*
CBDC,,,,NNP,*,F,CBDC,*,*,*,*,*
금결원,,,,NNP,*,T,금결원,*,*,*,*,*
한국인터넷진흥원,,,,NNP,*,T,한국인터넷진흥원,*,*,*,*,*
한국간편결제진흥원,,,,NNP,*,T,한국간편결제진흥원,*,*,*,*,*
금융위원회,,,,NNP,*,F,금융위원회,*,*,*,*,*
금융위원장,,,,NNP,*,T,금융위원장,*,*,*,*,*
금융감독원,,,,NNP,*,T,금융감독원,*,*,*,*,*
금감원,,,,NNP,*,T,금감원,*,*,*,*,*
금융위,,,,NNP,*,F,금융위,*,*,*,*,*
은성수,,,,NNP,*,F,은성수,*,*,*,*,*
소셜미디어,,,,NNP,*,F,소셜미디어,*,*,*,*,*
기획재정부,,,,NNP,*,F,기획재정부,*,*,*,*,*
식품약품안전처,,,,NNP,*,F,식품약품안전처,*,*,*,*,*
식품의약품안전처,,,,NNP,*,F,식품의약품안전처,*,*,*,*,*
식품의약품안전청,,,,NNP,*,T,식품의약품안전청,*,*,*,*,*
서울지방식품의약품안전청,,,,NNP,*,T,서울지방식품의약품안전청,*,*,*,*,*
경인지방식품의약품안전청,,,,NNP,*,T,경인지방식품의약품안전청,*,*,*,*,*
부산지방식품의약품안전청,,,,NNP,*,T,부산지방식품의약품안전청,*,*,*,*,*
대구지방식품의약품안전청,,,,NNP,*,T,대구지방식품의약품안전청,*,*,*,*,*
광주지방식품의약품안전청,,,,NNP,*,T,광주지방식품의약품안전청,*,*,*,*,*
지방식품의약품안전청장,,,,NNP,*,T,지방식품의약품안전청장,*,*,*,*,*
지방식품약품안전청,,,,NNP,*,T,지방식품약품안전청,*,*,*,*,*
식품약품안전청,,,,NNP,*,T,식품약품안전청,*,*,*,*,*
식품약품안전처장,,,,NNP,*,T,식품약품안전처장,*,*,*,*,*
식품의약품안전처,,,,NNP,*,F,식품의약품안전처,*,*,*,*,*
식품의약품안전처장,,,,NNP,*,T,식품의약품안전처장,*,*,*,*,*
농식품,,,,NNP,*,T,농식품,*,*,*,*,*
농특산품,,,,NNP,*,T,농특산품,*,*,*,*,*
식의약품,,,,NNP,*,T,식의약품,*,*,*,*,*
의약품,,,,NNP,*,T,의약품,*,*,*,*,*
식재료,,,,NNP,*,F,식재료,*,*,*,*,*
내츄럴엔도텍,,,,NNP,*,T,내츄럴엔도텍,*,*,*,*,*
홈쇼핑,,,,NNP,*,T,홈쇼핑,*,*,*,*,*
농식품부,,,,NNP,*,F,농식품부,*,*,*,*,*
행자부,,,,NNP,*,F,행자부,*,*,*,*,*
미래부,,,,NNP,*,F,미래부,*,*,*,*,*
농림축산식품부,,,,NNP,*,F,농림축산식품부,*,*,*,*,*
산업통상자원부,,,,NNP,*,F,산업통상자원부,*,*,*,*,*
보건복지부,,,,NNP,*,F,보건복지부,*,*,*,*,*
국토교통부,,,,NNP,*,F,국토교통부,*,*,*,*,*
국방부,,,,NNP,*,F,국방부,*,*,*,*,*
산업부,,,,NNP,*,F,산업부,*,*,*,*,*
성수식품,,,,NNP,*,T,성수식품,*,*,*,*,*
임상,,,,NNP,*,T,임상,*,*,*,*,*
농림부,,,,NNP,*,F,농림부,*,*,*,*,*
축산부,,,,NNP,*,F,축산부,*,*,*,*,*
경제부,,,,NNP,*,F,경제부,*,*,*,*,*
여성부,,,,NNP,*,F,여성부,*,*,*,*,*
기재부,,,,NNP,*,F,기재부,*,*,*,*,*
식품부,,,,NNP,*,F,식품부,*,*,*,*,*
해양수산부,,,,NNP,*,F,해양수산부,*,*,*,*,*
식품안전부,,,,NNP,*,F,식품안전부,*,*,*,*,*
한국식품연구원,,,,NNP,*,T,한국식품연구원,*,*,*,*,*
한국식품안전관리인증원,,,,NNP,*,T,한국식품안전관리인증원,*,*,*,*,*
한국식품안전연구원,,,,NNP,*,T,한국식품안전연구원,*,*,*,*,*
한국식품위생안전성학회,,,,NNP,*,F,한국식품위생안전성학회,*,*,*,*,*
한국식품과학회,,,,NNP,*,F,한국식품과학회,*,*,*,*,*
서울지방경찰청,,,,NNP,*,T,서울지방경찰청,*,*,*,*,*
광역수사대,,,,NNP,*,F,광역수사대,*,*,*,*,*
식품위생법,,,,NNP,*,T,식품위생법,*,*,*,*,*
농특산물,,,,NNP,*,T,농특산물,*,*,*,*,*
농축산물,,,,NNP,*,T,농축산물,*,*,*,*,*
농피아,,,,NNP,*,T,농피아,*,*,*,*,*
역진성,,,,NNP,*,T,역진성,*,*,*,*,*
동반성장,,,,NNP,*,T,동반성장,*,*,*,*,*
디앱,,,,NNP,*,T,디앱,*,*,*,*,*
인슈어테크,,,,NNP,*,F,인슈어테크,*,*,*,*,*
로보어드바이저,,,,NNP,*,F,로보어드바이저,*,*,*,*,*
P2P,,,,NNP,*,F,P2P,*,*,*,*,*
인플루언서,,,,NNP,*,F,인플루언서,*,*,*,*,*
데카콘,,,,NNP,*,T,데카콘,*,*,*,*,*
금융사,,,,NNP,*,F,금융사,*,*,*,*,*
금액,,,,NNP,*,T,금액,*,*,*,*,*
거래액,,,,NNP,*,T,거래액,*,*,*,*,*
결제액,,,,NNP,*,T,결제액,*,*,*,*,*
발행액,,,,NNP,*,T,발행액,*,*,*,*,*
보유액,,,,NNP,*,T,보유액,*,*,*,*,*
감소액,,,,NNP,*,T,감소액,*,*,*,*,*
공모액,,,,NNP,*,T,공모액,*,*,*,*,*
공모가,,,,NNP,*,F,공모가,*,*,*,*,*
앤트파이낸셜,,,,NNP,*,T,앤트파이낸셜,*,*,*,*,*
네이버파이낸셜,,,,NNP,*,T,네이버파이낸셜,*,*,*,*,*
가맹점,,,,NNP,*,T,가맹점,*,*,*,*,*
중소가맹점,,,,NNP,*,T,중소가맹점,*,*,*,*,*
영세가맹점,,,,NNP,*,T,영세가맹점,*,*,*,*,*
결제사,,,,NNP,*,F,결제사,*,*,*,*,*
쿠콘,,,,NNP,*,T,쿠콘,*,*,*,*,*
콘셉트,,,,NNP,*,T,콘셉트,*,*,*,*,*
금융결제망,,,,NNP,*,T,금융결제망,*,*,*,*,*
카드결제망,,,,NNP,*,T,카드결제망,*,*,*,*,*
소액결제망,,,,NNP,*,T,소액결제망,*,*,*,*,*
결제망,,,,NNP,*,T,결제망,*,*,*,*,*
메타버스,,,,NNP,*,F,메타버스,*,*,*,*,*
금융지주,,,,NNP,*,F,금융지주,*,*,*,*,*
하이퍼레저,,,,NNP,*,F,하이퍼레저,*,*,*,*,*
인앱,,,,NNP,*,T,인앱,*,*,*,*,*
플레이스토어,,,,NNP,*,F,플레이스토어,*,*,*,*,*
구글플레이,,,,NNP,*,F,구글플레이,*,*,*,*,*
전자서명,,,,NNP,*,T,전자서명,*,*,*,*,*
머지머니,,,,NNP,*,F,머지머니,*,*,*,*,*
머니투데이,,,,NNP,*,F,머니투데이,*,*,*,*,*
이데일리,,,,NNP,*,F,이데일리,*,*,*,*,*
청춘뉘우스,,,,NNP,*,F,청춘뉘우스,*,*,*,*,*
헤럴드경제,,,,NNP,*,F,헤럴드경제,*,*,*,*,*
무단전재,,,,NNP,*,F,무단전재,*,*,*,*,*
크라우드,,,,NNP,*,F,크라우드,*,*,*,*,*
알뜰폰,,,,NNP,*,T,알뜰폰,*,*,*,*,*
금융당국,,,,NNP,*,T,금융당국,*,*,*,*,*
즈푸바오,,,,NNP,*,F,즈푸바오,*,*,*,*,*
위챗,,,,NNP,*,T,위챗,*,*,*,*,*
저작권,,,,NNP,*,T,저작권,*,*,*,*,*
BNPL,,,,NNP,*,F,BNPL,*,*,*,*,*
오픈뱅킹,,,,NNP,*,T,오픈뱅킹,*,*,*,*,*
캐피탈사,,,,NNP,*,F,캐피탈사,*,*,*,*,*
뉴시스,,,,NNP,*,F,뉴시스,*,*,*,*,*
모아시스,,,,NNP,*,F,모아시스,*,*,*,*,*
연합뉴스,,,,NNP,*,F,연합뉴스,*,*,*,*,*
파이낸셜뉴스,,,,NNP,*,F,파이낸셜뉴스,*,*,*,*,*
위안화,,,,NNP,*,F,위안화,*,*,*,*,*
한국거래소,,,,NNP,*,F,한국거래소,*,*,*,*,*
당기순이익,,,,NNP,*,T,당기순이익,*,*,*,*,*
서울사랑상품권,,,,NNP,*,T,서울사랑상품권,*,*,*,*,*
온누리상품권,,,,NNP,*,T,온누리상품권,*,*,*,*,*
지역사랑상품권,,,,NNP,*,T,지역사랑상품권,*,*,*,*,*
여신금융협회,,,,NNP,*,F,여신금융협회,*,*,*,*,*
소셜커머스,,,,NNP,*,F,소셜커머스,*,*,*,*,*
미래에셋대우,,,,NNP,*,F,미래에셋대우,*,*,*,*,*
단일원장,,,,NNP,*,T,단일원장,*,*,*,*,*
분산원장,,,,NNP,*,T,분산원장,*,*,*,*,*
분산원장기술,,,,NNP,*,T,분산원장기술,*,*,*,*,*
토스증권,,,,NNP,*,T,토스증권,*,*,*,*,*
토스뱅크,,,,NNP,*,F,토스뱅크,*,*,*,*,*
카카오뱅크,,,,NNP,*,F,카카오뱅크,*,*,*,*,*
인터넷전문은행,,,,NNP,*,T,인터넷전문은행,*,*,*,*,*
세틀뱅크,,,,NNP,*,F,세틀뱅크,*,*,*,*,*
크래프트테크놀로지스,,,,NNP,*,F,크래프트테크놀로지스,*,*,*,*,*
코인텔레그래프,,,,NNP,*,F,코인텔레그래프,*,*,*,*,*
증권거래위원회,,,,NNP,*,F,증권거래위원회,*,*,*,*,*
상장지수펀드,,,,NNP,*,F,상장지수펀드,*,*,*,*,*
ETF,,,,NNP,*,F,ETF,*,*,*,*,*
지디넷코리아,,,,NNP,*,F,지디넷코리아,*,*,*,*,*
망분리,,,,NNP,*,F,망분리,*,*,*,*,*
신남방,,,,NNP,*,T,신남방,*,*,*,*,*
연매출,,,,NNP,*,T,연매출,*,*,*,*,*
코인마켓캡,,,,NNP,*,T,코인마켓캡,*,*,*,*,*
연방준비제도,,,,NNP,*,F,연방준비제도,*,*,*,*,*
국제결제은행,,,,NNP,*,T,국제결제은행,*,*,*,*,*
BIS,,,,NNP,*,F,BIS,*,*,*,*,*
머니그램,,,,NNP,*,T,머니그램,*,*,*,*,*
웨스턴유니온,,,,NNP,*,T,웨스턴유니온,*,*,*,*,*
인공지능,,,,NNP,*,T,인공지능,*,*,*,*,*
중앙은행,,,,NNP,*,T,중앙은행,*,*,*,*,*
가상통화,,,,NNP,*,F,가상통화,*,*,*,*,*
가상자산거래,,,,NNP,*,F,가상자산거래,*,*,*,*,*
자금세탁,,,,NNP,*,T,자금세탁,*,*,*,*,*
IoT,,,,NNP,*,F,IoT,*,*,*,*,*
암호자산,,,,NNP,*,T,암호자산,*,*,*,*,*
사물인터넷,,,,NNP,*,T,사물인터넷,*,*,*,*,*
디지털통화,,,,NNP,*,T,디지털통화,*,*,*,*,*
법정통화,,,,NNP,*,T,법정통화,*,*,*,*,*
현금통화,,,,NNP,*,T,현금통화,*,*,*,*,*
