Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
0,7.0,0.6607,"위험, 증권, 보험, 자산, 언급, P2P, 주식, 실정, 도모, 문제점",은행 펀드 상업 주식 원점 불변 비난 무능 부정과 위험
1,2.0,0.3995,"가상화폐, 법, 분산, 자산, 토큰, 플랫폼, 가상통화, 비트코인, 틀, 역외",가상화폐 실행 법 비트코인 법화 통제 대한민국 기초 종래 작용
2,9.0,0.2691,"무현금, 카드, 모바일, 신용, 수수료, 예금, 카드사, 신용카드, 폰, 제언",은행 중간 계좌 직접 양상 위험 경험 정확 폰 육성
3,3.0,0.5137,"통화, 중앙은행, 발행, 화폐, 암호자산, 글로벌, 코인, 비트코인, 법정통화, 스테이블",화폐 은행 혁신 자본 업태 완화 발행 왜곡 철폐 글
4,4.0,0.6786,"보안, 네트워크, 사이버, 한국은행, 모형, 분산원장기술, 공격, 단어, 계획, 차원",공학 보안 실수 심리 조작 공격 액세스 기밀 용어 피해자
5,4.0,0.8541,"보안, 네트워크, 사이버, 한국은행, 모형, 분산원장기술, 공격, 단어, 계획, 차원",모형 지급결제 금융망 산출 투입 점수 지수 환산 데이터 혼합
6,7.0,0.7506,"위험, 증권, 보험, 자산, 언급, P2P, 주식, 실정, 도모, 문제점",지급결제 완료 완결 의의 채무 실제 행위 리스크 화폐 장치
7,9.0,0.5991,"무현금, 카드, 모바일, 신용, 수수료, 예금, 카드사, 신용카드, 폰, 제언",지급결제 후생 폰 가맹점 카드사 보안 모바일 신 마련 저해
8,6.0,0.8512,"데이터, 빅, 중국, 테크놀로지, 경로, 신용, 이노베이션, 벤처, 장래, 부정",지급결제 경로 겹 시기 재량 정치 존모 거부 신제 양상
9,4.0,0.4879,"보안, 네트워크, 사이버, 한국은행, 모형, 분산원장기술, 공격, 단어, 계획, 차원",분산원장기술 분산원장 자본 측정 금융서비스 실용 시 조정 마지막 긍정
10,7.0,0.2502,"위험, 증권, 보험, 자산, 언급, P2P, 주식, 실정, 도모, 문제점",핀테크 스타일 데이터 가상화폐 인터넷 혁명 신조어 소프트웨어 성공 통신
11,3.0,0.3667,"통화, 중앙은행, 발행, 화폐, 암호자산, 글로벌, 코인, 비트코인, 법정통화, 스테이블",통화 가상화폐 디지털 법정통화 발행 엔 균형 도모 협조 원인
12,4.0,0.488,"보안, 네트워크, 사이버, 한국은행, 모형, 분산원장기술, 공격, 단어, 계획, 차원",지급결제 워드 신용카드 일반인 보편 모바일 도출 빈도 키 키워드
13,9.0,0.4632,"무현금, 카드, 모바일, 신용, 수수료, 예금, 카드사, 신용카드, 폰, 제언",무현금 은행 이노베이션 법 대책 외국 비중 현금통화 오픈 일체
14,0.0,0.4119,"인터넷, 송금, 혁신, 오픈, 스마트폰, 이노베이션, 인도, 우리나라, 운용, 통신",블록체인 분산 플랫폼 데이터 컨소시엄 운용 오픈 이노베이션 사물 물건
15,9.0,0.8847,"무현금, 카드, 모바일, 신용, 수수료, 예금, 카드사, 신용카드, 폰, 제언",카드 수수료 신용 카드사 마케팅 응답자 가맹점 조정 인하 가구
16,3.0,0.3988,"통화, 중앙은행, 발행, 화폐, 암호자산, 글로벌, 코인, 비트코인, 법정통화, 스테이블",디지털 은행 법정통화 통화 동전 위험 화폐 데이터 중앙은행 증권
17,6.0,0.6222,"데이터, 빅, 중국, 테크놀로지, 경로, 신용, 이노베이션, 벤처, 장래, 부정",핀테크 벤처 테크놀로지 위험 붐 AI 데이터 업종 무기 알고리즘
18,4.0,0.2818,"보안, 네트워크, 사이버, 한국은행, 모형, 분산원장기술, 공격, 단어, 계획, 차원",핀테크 보안 융합 사이버 단체 성패 공 싱가포르 통합 참고
19,6.0,0.487,"데이터, 빅, 중국, 테크놀로지, 경로, 신용, 이노베이션, 벤처, 장래, 부정",핀테크 리스크 빅 개도국 데이터 중앙은행 글로벌 흥국 이웃 유럽
20,4.0,0.8889,"보안, 네트워크, 사이버, 한국은행, 모형, 분산원장기술, 공격, 단어, 계획, 차원",지급결제 한국은행 단어 네트워크 노드 분산원장기술 디지털 점검 언어 연결망
21,9.0,0.5191,"무현금, 카드, 모바일, 신용, 수수료, 예금, 카드사, 신용카드, 폰, 제언",은행 지급결제 북한 조선 무현금 중앙은행 카드 외환 사항 모바일
22,0.0,0.4294,"인터넷, 송금, 혁신, 오픈, 스마트폰, 이노베이션, 인도, 우리나라, 운용, 통신",가상화폐 핀테크 블록체인 옴니 혁신 법 송금 행동 구매 연구자
23,3.0,0.2622,"통화, 중앙은행, 발행, 화폐, 암호자산, 글로벌, 코인, 비트코인, 법정통화, 스테이블",데이터 블록체인 비트코인 집행 금리 발행 갱신 청산 증권 부정
24,1.0,0.757,"가상자산, 발행, 환어음, 전환사채, 신주인수권, 거래소, 골프, 조치, 추심, 자금세탁",환어음 은행 추심 선적 수입자 무역 서류 대금 매입 어카운트
25,8.0,0.7407,"암호화폐, 법, 비트코인, 책임, 기초, 연방, 파산, 이원, 리, 인정",법 프랭크 월스트리트 도드 파산 개혁 위협 손실 행정부 버락
26,0.0,0.2843,"인터넷, 송금, 혁신, 오픈, 스마트폰, 이노베이션, 인도, 우리나라, 운용, 통신",소액결제 은행 우리나라 참고 자본주의 소액 각지 돈 스킴 체제
27,0.0,0.3407,"인터넷, 송금, 혁신, 오픈, 스마트폰, 이노베이션, 인도, 우리나라, 운용, 통신",블록체인 송금 자산 지탱 운용 대출 크기 장애 융합 컨소시엄
28,4.0,0.7411,"보안, 네트워크, 사이버, 한국은행, 모형, 분산원장기술, 공격, 단어, 계획, 차원",사이버 보안 차원 공격 범죄 계획 인터넷 피해 수립 공간
29,6.0,0.4161,"데이터, 빅, 중국, 테크놀로지, 경로, 신용, 이노베이션, 벤처, 장래, 부정",데이터 디지털 혁신 잠재력 분산 연구소 도움 심화 비약 역량
30,5.0,0.5535,"혁신, 인공지능, 빅데이터, 금융서비스, 대출, 혁명, 가속, 자본, 소액결제, 창조",데이터 빅데이터 혁명 인공지능 지능 법 빅 스위스 모음 테이터
31,6.0,0.2487,"데이터, 빅, 중국, 테크놀로지, 경로, 신용, 이노베이션, 벤처, 장래, 부정",블록체인 은행 테크놀로지 토회 검 조작 이력 우리나라 변호사 방침
32,0.0,0.6278,"인터넷, 송금, 혁신, 오픈, 스마트폰, 이노베이션, 인도, 우리나라, 운용, 통신",블록체인 인터넷 커뮤니케이션 신문 장래 게재 전력 복지 매매 생략
33,8.0,0.5391,"암호화폐, 법, 비트코인, 책임, 기초, 연방, 파산, 이원, 리, 인정",리 법 테일 가상화폐 상태 결여 분계 정합 글로벌 선불
34,9.0,0.57,"무현금, 카드, 모바일, 신용, 수수료, 예금, 카드사, 신용카드, 폰, 제언",무현금 모바일 인 데이터 스토어 장애 도쿄 빅 올림픽 개최
35,7.0,0.2852,"위험, 증권, 보험, 자산, 언급, P2P, 주식, 실정, 도모, 문제점",핀테크 차별 폐지 급속 마지막 원터치 아이디어 걸림돌 미흡 습관
36,5.0,0.569,"혁신, 인공지능, 빅데이터, 금융서비스, 대출, 혁명, 가속, 자본, 소액결제, 창조",지급결제 핀테크 혁신 간접 소액결제 허용 은행 쏠림 개편 처분
37,9.0,0.5487,"무현금, 카드, 모바일, 신용, 수수료, 예금, 카드사, 신용카드, 폰, 제언",예금 카드 위조 인출 은행 판례 사건 예금자 인터넷 시행
38,5.0,0.4518,"혁신, 인공지능, 빅데이터, 금융서비스, 대출, 혁명, 가속, 자본, 소액결제, 창조",핀테크 혁신 강조 브렉 시트 필수 중심지 P2P 대출 유치
39,5.0,0.5088,"혁신, 인공지능, 빅데이터, 금융서비스, 대출, 혁명, 가속, 자본, 소액결제, 창조",혁신 자산 여유 폭 증대 관행 상승 실물 자본 자본주의
40,6.0,0.4034,"데이터, 빅, 중국, 테크놀로지, 경로, 신용, 이노베이션, 벤처, 장래, 부정",세기 유동 화폐 일련 유효 자본주의 퇴장 프레임워크 중앙은행 경제학
41,0.0,0.3843,"인터넷, 송금, 혁신, 오픈, 스마트폰, 이노베이션, 인도, 우리나라, 운용, 통신",은행 혁신 니즈 대두 충족 핀테크 인터페이스 신규진 상실 은행업
42,7.0,0.3697,"위험, 증권, 보험, 자산, 언급, P2P, 주식, 실정, 도모, 문제점",표준 각광 조짐 초점 풍토 개수 외부 완전 부족 플레이어
43,7.0,0.6348,"위험, 증권, 보험, 자산, 언급, P2P, 주식, 실정, 도모, 문제점",증권 컴플라이언스 증권사 자원 벤더 자율 단체 위험 작성 공표
44,5.0,0.7669,"혁신, 인공지능, 빅데이터, 금융서비스, 대출, 혁명, 가속, 자본, 소액결제, 창조",유발 금융서비스 부가가치 취업 내생 유도 모형 수요 융합 외생
45,3.0,0.207,"통화, 중앙은행, 발행, 화폐, 암호자산, 글로벌, 코인, 비트코인, 법정통화, 스테이블",데이터 디지털 은행 암호자산 통화 지급결제 스마트폰 발행 중앙은행 그때
46,8.0,0.7406,"암호화폐, 법, 비트코인, 책임, 기초, 연방, 파산, 이원, 리, 인정",은행 이원 법 면허 기초 연방 주법 국법 통화 저축
47,9.0,0.6936,"무현금, 카드, 모바일, 신용, 수수료, 예금, 카드사, 신용카드, 폰, 제언",무현금 제언 민관 현금통화 합리 우리나라 주제 개관 차지 경향
48,6.0,0.4751,"데이터, 빅, 중국, 테크놀로지, 경로, 신용, 이노베이션, 벤처, 장래, 부정",은행 오늘날 리더 질문 힘 가속 뒤 장래 센터 은행업
49,8.0,0.8443,"암호화폐, 법, 비트코인, 책임, 기초, 연방, 파산, 이원, 리, 인정",암호화폐 법 파산 논고 반환 위치 청구 무체물 환취 비트코인
50,3.0,0.6372,"통화, 중앙은행, 발행, 화폐, 암호자산, 글로벌, 코인, 비트코인, 법정통화, 스테이블",디지털 중앙은행 통화 발행 화폐 은행 중개 스웨덴 암호자산 한국은행
51,3.0,0.3592,"통화, 중앙은행, 발행, 화폐, 암호자산, 글로벌, 코인, 비트코인, 법정통화, 스테이블",암호자산 암호화폐 의무 독일 토큰 리스크 자산 서술 암호 디지털
52,2.0,0.7916,"가상화폐, 법, 분산, 자산, 토큰, 플랫폼, 가상통화, 비트코인, 틀, 역외",암호화폐 법 분산 재판 역외 발행자 틀 준거법 배상 청구
53,7.0,0.4164,"위험, 증권, 보험, 자산, 언급, P2P, 주식, 실정, 도모, 문제점",스마트폰 프로세스 인터페이스 경영 대두 만족 체질 핀테크 인공지능 키워드
54,3.0,0.2663,"통화, 중앙은행, 발행, 화폐, 암호자산, 글로벌, 코인, 비트코인, 법정통화, 스테이블",통화 프리미엄 중앙은행 응답자 금액 신용 테스트 저장 가구 화폐
55,8.0,0.4093,"암호화폐, 법, 비트코인, 책임, 기초, 연방, 파산, 이원, 리, 인정",암호화폐 법 비트코인 해석론 네트워크 비밀 성질 물권 통화 보유자
56,0.0,0.3542,"인터넷, 송금, 혁신, 오픈, 스마트폰, 이노베이션, 인도, 우리나라, 운용, 통신",블록체인 이점 송금 자산 탐색 지탱 실시간 융자 운용 토대
57,0.0,0.3782,"인터넷, 송금, 혁신, 오픈, 스마트폰, 이노베이션, 인도, 우리나라, 운용, 통신",블록체인 혁신 통신 데이터 통신업 메일 공개 실제 복합 기쁨
58,6.0,0.2536,"데이터, 빅, 중국, 테크놀로지, 경로, 신용, 이노베이션, 벤처, 장래, 부정",혁신 인터넷 은행 오픈 암호화폐 이노베이션 증권 블록체인 업종 주류
59,2.0,0.7353,"가상화폐, 법, 분산, 자산, 토큰, 플랫폼, 가상통화, 비트코인, 틀, 역외",블록체인 증거 스마트 법 플랫폼 쟁점 제출 계약서 위험 이행
60,9.0,0.3537,"무현금, 카드, 모바일, 신용, 수수료, 예금, 카드사, 신용카드, 폰, 제언",무현금 통화 디지털 중앙은행 고액 선호도 언급 스웨덴 본격 중국
61,5.0,0.5073,"혁신, 인공지능, 빅데이터, 금융서비스, 대출, 혁명, 가속, 자본, 소액결제, 창조",혁신 디지털 협업 창조 데이터 오픈 조류 아이디어 차량 형성
62,3.0,0.3198,"통화, 중앙은행, 발행, 화폐, 암호자산, 글로벌, 코인, 비트코인, 법정통화, 스테이블",지급결제 빅테크 암호화폐 우리나라 핀테크 신속 스테이블 송금 포용 은행
63,7.0,0.2413,"위험, 증권, 보험, 자산, 언급, P2P, 주식, 실정, 도모, 문제점",핀테크 아시아 이니셔티브 노조 결론 사용자 플랫폼 리스크 제언 부
64,0.0,0.4386,"인터넷, 송금, 혁신, 오픈, 스마트폰, 이노베이션, 인도, 우리나라, 운용, 통신",핀테크 융자 딩 렌 플레이스 플러스 차주 매칭 거시경제 대여자
65,0.0,0.6292,"인터넷, 송금, 혁신, 오픈, 스마트폰, 이노베이션, 인도, 우리나라, 운용, 통신",디파이 블록체인 혁신 플랫폼 분산 장려 대비 선제 도움 심도
66,7.0,0.6219,"위험, 증권, 보험, 자산, 언급, P2P, 주식, 실정, 도모, 문제점",핀테크 보험 디지털 사내 접점 사 신흥 발굴 실천 단말기
67,0.0,0.727,"인터넷, 송금, 혁신, 오픈, 스마트폰, 이노베이션, 인도, 우리나라, 운용, 통신",이성 스마트폰 세대 격차 통계 크기 용이성 모바일 기기 통신사
68,1.0,0.9667,"가상자산, 발행, 환어음, 전환사채, 신주인수권, 거래소, 골프, 조치, 추심, 자금세탁",발행 전환사채 신주인수권 사채 부 부사 더미 대주주 채 공시
69,5.0,0.5732,"혁신, 인공지능, 빅데이터, 금융서비스, 대출, 혁명, 가속, 자본, 소액결제, 창조",인공지능 법 책임 이론 인정 윤리 법제도 현대 기준 부합
70,7.0,0.6035,"위험, 증권, 보험, 자산, 언급, P2P, 주식, 실정, 도모, 문제점",이론 교육 면 인터넷 로버트 상거래 파생 머튼 증권 최신
71,1.0,0.4427,"가상자산, 발행, 환어음, 전환사채, 신주인수권, 거래소, 골프, 조치, 추심, 자금세탁",골프 리스크 디지털 거래소 증대 기초 피스 위치 안전성 요건
72,7.0,0.6438,"위험, 증권, 보험, 자산, 언급, P2P, 주식, 실정, 도모, 문제점",주식 공매도 여대 공정 차입 형평 선입 프로세스 하락 대여자
73,1.0,0.7561,"가상자산, 발행, 환어음, 전환사채, 신주인수권, 거래소, 골프, 조치, 추심, 자금세탁",가상자산 자금세탁 특정금융정보법 거래소 발의 보도 국회 글 최초 작성
74,2.0,0.8127,"가상화폐, 법, 분산, 자산, 토큰, 플랫폼, 가상통화, 비트코인, 틀, 역외",법 가상통화 가상화폐 암호화폐 발행자 역외 분산 국경 준거법 분쟁
75,1.0,0.5932,"가상자산, 발행, 환어음, 전환사채, 신주인수권, 거래소, 골프, 조치, 추심, 자금세탁",가상자산 위원회 조치 가상통화 실명 헌법 가상계좌 대책 중단 재판소
76,2.0,0.7099,"가상화폐, 법, 분산, 자산, 토큰, 플랫폼, 가상통화, 비트코인, 틀, 역외",소유 플랫폼 귀속 법 쟁점 결론 이때 스마트 성격 도출
77,3.0,0.6418,"통화, 중앙은행, 발행, 화폐, 암호자산, 글로벌, 코인, 비트코인, 법정통화, 스테이블",통화 코인 스테이블 발행 페이스북 중앙은행 은행 리브 데이터 의회
78,0.0,0.3979,"인터넷, 송금, 혁신, 오픈, 스마트폰, 이노베이션, 인도, 우리나라, 운용, 통신",블록체인 암호화폐 상 전력 변경 비트코인 차례 의료 계기 일체
79,6.0,0.8743,"데이터, 빅, 중국, 테크놀로지, 경로, 신용, 이노베이션, 벤처, 장래, 부정",데이터 중국 빅 핀테크 알리바바 인공지능 최첨단 퍼스널 모습 차례
80,5.0,0.2809,"혁신, 인공지능, 빅데이터, 금융서비스, 대출, 혁명, 가속, 자본, 소액결제, 창조",핀테크 가계 출시 어플리케이션 적정 인증 신원 대응책 가속 종래
81,1.0,0.5432,"가상자산, 발행, 환어음, 전환사채, 신주인수권, 거래소, 골프, 조치, 추심, 자금세탁",가상자산 한계점 거래소 소득 문제점 해킹 책정 메이커 시행 지방세
82,3.0,0.5746,"통화, 중앙은행, 발행, 화폐, 암호자산, 글로벌, 코인, 비트코인, 법정통화, 스테이블",통화 디지털 발행 중앙은행 법 화폐 데이터 자국 은행 전자화폐
83,1.0,0.4622,"가상자산, 발행, 환어음, 전환사채, 신주인수권, 거래소, 골프, 조치, 추심, 자금세탁",가상자산 제기 비트코인 요청 입법 사 범죄 악용 위축 자금세탁
84,5.0,0.8225,"혁신, 인공지능, 빅데이터, 금융서비스, 대출, 혁명, 가속, 자본, 소액결제, 창조",인공지능 상행위 자리매김 상인 지능 물 제조 세간 저변 법학
85,8.0,0.6453,"암호화폐, 법, 비트코인, 책임, 기초, 연방, 파산, 이원, 리, 인정",법령 대행업 전자지급결제 책임 언택트 신용카드 취소 현행 도모 전자지급결제대행
86,2.0,0.6776,"가상화폐, 법, 분산, 자산, 토큰, 플랫폼, 가상통화, 비트코인, 틀, 역외",토큰 대체 자산 디지털 소유 한계점 고유 연구자 성격 시
87,4.0,0.5253,"보안, 네트워크, 사이버, 한국은행, 모형, 분산원장기술, 공격, 단어, 계획, 차원",블록체인 블록 변조 해킹 네트워크 공공 분산 해석 보안 P2P
88,3.0,0.5976,"통화, 중앙은행, 발행, 화폐, 암호자산, 글로벌, 코인, 비트코인, 법정통화, 스테이블",블록체인 디지털 통화 은행 비트코인 중앙은행 이행 글로벌 네트워크 실험
89,8.0,0.287,"암호화폐, 법, 비트코인, 책임, 기초, 연방, 파산, 이원, 리, 인정",산학 기초 장래 권고 비전 수학 아이덴티티 양식 전심 조지
90,5.0,0.601,"혁신, 인공지능, 빅데이터, 금융서비스, 대출, 혁명, 가속, 자본, 소액결제, 창조",핀테크 혁신 디지털 대출 빅데이터 공정 빅테크 송금 중소 가속
91,0.0,0.3853,"인터넷, 송금, 혁신, 오픈, 스마트폰, 이노베이션, 인도, 우리나라, 운용, 통신",핀테크 디지털 스타트업 약속 벤처 기호 스마트폰 원천 공감대 트렌드
92,0.0,0.7631,"인터넷, 송금, 혁신, 오픈, 스마트폰, 이노베이션, 인도, 우리나라, 운용, 통신",인도 핀테크 디지털 계좌 본인 생체 인증 인구 개설 플랫
